Step,AgentID,Delay time,Driving time of cars leaving
583,200000,,"[['Truck149761', 582]]"
596,200000,,"[['Truck149767', 580]]"
599,200000,,"[['Truck149771', 573]]"
606,200412,,"[['Truck149764', 595]]"
622,200000,,"[['Truck149773', 591]]"
638,200412,,"[['Truck149760', 637]]"
645,200000,,"[['Truck149783', 589]]"
646,200000,,"[['Truck149775', 610]]"
650,200000,,"[['Truck149793', 569]]"
652,200412,,"[['Truck149766', 636]]"
670,200000,,"[['Truck149789', 599]]"
673,200000,,"[['Truck149769', 652]]"
674,200000,,"[['Truck149799', 578]]"
678,200412,,"[['Truck149782', 622]]"
679,200000,,"[['Truck149795', 593]]"
684,200412,,"[['Truck149768', 663]]"
690,200000,,"[['Truck149797', 599]]"
691,200412,,"[['Truck149784', 630]]"
693,200412,,"[['Truck149772', 662], ['Truck149780', 642]]"
696,200412,,"[['Truck149762', 690]]"
722,200412,,"[['Truck149770', 696]]"
726,200412,,"[['Truck149788', 655]]"
729,200000,,"[['Truck149785', 668]]"
731,200000,,"[['Truck149763', 725], ['Truck149809', 610]]"
733,200412,,"[['Truck149778', 687]]"
735,200412,,"[['Truck149798', 639], ['Truck149826', 569]]"
737,200412,,"[['Truck149800', 636], ['Truck149806', 621]]"
738,200412,,"[['Truck149790', 662]]"
743,200412,,"[['Truck149802', 637]]"
746,200412,,"[['Truck149808', 625]]"
749,200000,,"[['Truck149779', 703]]"
755,200000,,"[['Truck149807', 639]]"
757,200412,,"[['Truck149810', 631]]"
761,200412,,"[['Truck149774', 725]]"
762,200412,,"[['Truck149776', 721]]"
763,200000,,"[['Truck149813', 632]]"
766,200412,,"[['Truck149796', 675]]"
771,200412,,"[['Truck149834', 585]]"
773,200000,,"[['Truck149827', 607]]"
775,200000,,"[['Truck149765', 764]]"
776,200000,,"[['Truck149805', 665]]"
776,200412,,"[['Truck149792', 695]]"
779,200000,,"[['Truck149777', 738]]"
779,200412,,"[['Truck149786', 713]]"
784,200412,,"[['Truck149832', 603]]"
785,200000,,"[['Truck149781', 734]]"
786,200000,,"[['Truck149819', 640]]"
788,200412,,"[['Truck149818', 642]]"
789,200412,,"[['Truck149804', 678], ['Truck149822', 633]]"
790,200412,,"[['Truck149794', 704]]"
793,200000,,"[['Truck149803', 687]]"
796,200000,,"[['Truck149833', 615]]"
796,200412,,"[['Truck149824', 635]]"
797,200000,,"[['Truck149791', 721]]"
804,200000,,"[['Truck149787', 738]]"
804,200412,,"[['Truck149860', 553]]"
806,200000,,"[['Truck149823', 650], ['Truck149829', 635]]"
807,200000,,"[['Truck149825', 646]]"
812,200412,,"[['Truck149814', 676]]"
813,200000,,"[['Truck149843', 607]]"
817,200412,,"[['Truck149840', 616]]"
818,200412,,"[['Truck149828', 647]]"
823,200000,,"[['Truck149815', 687]]"
824,200000,,"[['Truck149817', 683]]"
826,200000,,"[['Truck149801', 725]]"
829,200412,,"[['Truck149820', 678]]"
