Step,AgentID,Delay time,Driving time of cars leaving
298,200000,,"[['Truck1', 297]]"
298,200412,,"[['Truck0', 297]]"
303,200000,,"[['Truck3', 297]]"
303,200412,,"[['Truck2', 297]]"
308,200000,,"[['Truck5', 297]]"
308,200412,,"[['Truck4', 297]]"
313,200000,,"[['Truck7', 297]]"
313,200412,,"[['Truck6', 297]]"
318,200000,,"[['Truck9', 297]]"
318,200412,,"[['Truck8', 297]]"
323,200000,,"[['Truck11', 297]]"
323,200412,,"[['Truck10', 297]]"
328,200000,,"[['Truck13', 297]]"
328,200412,,"[['Truck12', 297]]"
333,200000,,"[['Truck15', 297]]"
333,200412,,"[['Truck14', 297]]"
338,200000,,"[['Truck17', 297]]"
338,200412,,"[['Truck16', 297]]"
343,200000,,"[['Truck19', 297]]"
343,200412,,"[['Truck18', 297]]"
348,200000,,"[['Truck21', 297]]"
348,200412,,"[['Truck20', 297]]"
353,200000,,"[['Truck23', 297]]"
353,200412,,"[['Truck22', 297]]"
358,200000,,"[['Truck25', 297]]"
358,200412,,"[['Truck24', 297]]"
363,200000,,"[['Truck27', 297]]"
363,200412,,"[['Truck26', 297]]"
368,200000,,"[['Truck29', 297]]"
368,200412,,"[['Truck28', 297]]"
373,200000,,"[['Truck31', 297]]"
373,200412,,"[['Truck30', 297]]"
378,200000,,"[['Truck33', 297]]"
378,200412,,"[['Truck32', 297]]"
383,200000,,"[['Truck35', 297]]"
383,200412,,"[['Truck34', 297]]"
388,200000,,"[['Truck37', 297]]"
388,200412,,"[['Truck36', 297]]"
393,200000,,"[['Truck39', 297]]"
393,200412,,"[['Truck38', 297]]"
398,200000,,"[['Truck41', 297]]"
398,200412,,"[['Truck40', 297]]"
403,200000,,"[['Truck43', 297]]"
403,200412,,"[['Truck42', 297]]"
408,200000,,"[['Truck45', 297]]"
408,200412,,"[['Truck44', 297]]"
413,200000,,"[['Truck47', 297]]"
413,200412,,"[['Truck46', 297]]"
418,200000,,"[['Truck49', 297]]"
418,200412,,"[['Truck48', 297]]"
423,200000,,"[['Truck51', 297]]"
423,200412,,"[['Truck50', 297]]"
428,200000,,"[['Truck53', 297]]"
428,200412,,"[['Truck52', 297]]"
433,200000,,"[['Truck55', 297]]"
433,200412,,"[['Truck54', 297]]"
438,200000,,"[['Truck57', 297]]"
438,200412,,"[['Truck56', 297]]"
443,200000,,"[['Truck59', 297]]"
443,200412,,"[['Truck58', 297]]"
448,200000,,"[['Truck61', 297]]"
448,200412,,"[['Truck60', 297]]"
453,200000,,"[['Truck63', 297]]"
453,200412,,"[['Truck62', 297]]"
458,200000,,"[['Truck65', 297]]"
458,200412,,"[['Truck64', 297]]"
463,200000,,"[['Truck67', 297]]"
463,200412,,"[['Truck66', 297]]"
468,200000,,"[['Truck69', 297]]"
468,200412,,"[['Truck68', 297]]"
473,200000,,"[['Truck71', 297]]"
473,200412,,"[['Truck70', 297]]"
478,200000,,"[['Truck73', 297]]"
478,200412,,"[['Truck72', 297]]"
483,200000,,"[['Truck75', 297]]"
483,200412,,"[['Truck74', 297]]"
488,200000,,"[['Truck77', 297]]"
488,200412,,"[['Truck76', 297]]"
493,200000,,"[['Truck79', 297]]"
493,200412,,"[['Truck78', 297]]"
498,200000,,"[['Truck81', 297]]"
498,200412,,"[['Truck80', 297]]"
503,200000,,"[['Truck83', 297]]"
503,200412,,"[['Truck82', 297]]"
508,200000,,"[['Truck85', 297]]"
508,200412,,"[['Truck84', 297]]"
513,200000,,"[['Truck87', 297]]"
513,200412,,"[['Truck86', 297]]"
518,200000,,"[['Truck89', 297]]"
518,200412,,"[['Truck88', 297]]"
523,200000,,"[['Truck91', 297]]"
523,200412,,"[['Truck90', 297]]"
528,200000,,"[['Truck93', 297]]"
528,200412,,"[['Truck92', 297]]"
533,200000,,"[['Truck95', 297]]"
533,200412,,"[['Truck94', 297]]"
538,200000,,"[['Truck97', 297]]"
538,200412,,"[['Truck96', 297]]"
543,200000,,"[['Truck99', 297]]"
