Step,AgentID,Delay time
0,1000000,
0,1000001,
0,1000002,6.0
0,1000003,
0,1000004,3.0
0,1000005,
0,1000006,1.0
0,1000007,
0,1000008,9.0
0,1000009,
0,1000010,
1,1000000,
1,1000001,
1,1000002,6.0
1,1000003,
1,1000004,3.0
1,1000005,
1,1000006,1.0
1,1000007,
1,1000008,9.0
1,1000009,
1,1000010,
1,Truck0,
2,1000000,
2,1000001,
2,1000002,6.0
2,1000003,
2,1000004,3.0
2,1000005,
2,1000006,1.0
2,1000007,
2,1000008,9.0
2,1000009,
2,1000010,
2,Truck0,
3,1000000,
3,1000001,
3,1000002,6.0
3,1000003,
3,1000004,3.0
3,1000005,
3,1000006,1.0
3,1000007,
3,1000008,9.0
3,1000009,
3,1000010,
3,Truck0,
4,1000000,
4,1000001,
4,1000002,6.0
4,1000003,
4,1000004,3.0
4,1000005,
4,1000006,1.0
4,1000007,
4,1000008,9.0
4,1000009,
4,1000010,
4,Truck0,
5,1000000,
5,1000001,
5,1000002,6.0
5,1000003,
5,1000004,3.0
5,1000005,
5,1000006,1.0
5,1000007,
5,1000008,9.0
5,1000009,
5,1000010,
5,Truck0,
6,1000000,
6,1000001,
6,1000002,6.0
6,1000003,
6,1000004,3.0
6,1000005,
6,1000006,1.0
6,1000007,
6,1000008,9.0
6,1000009,
6,1000010,
6,Truck0,
6,Truck1,
7,1000000,
7,1000001,
7,1000002,6.0
7,1000003,
7,1000004,3.0
7,1000005,
7,1000006,1.0
7,1000007,
7,1000008,9.0
7,1000009,
7,1000010,
7,Truck0,
7,Truck1,
8,1000000,
8,1000001,
8,1000002,6.0
8,1000003,
8,1000004,3.0
8,1000005,
8,1000006,1.0
8,1000007,
8,1000008,9.0
8,1000009,
8,1000010,
8,Truck0,
8,Truck1,
9,1000000,
9,1000001,
9,1000002,6.0
9,1000003,
9,1000004,3.0
9,1000005,
9,1000006,1.0
9,1000007,
9,1000008,9.0
9,1000009,
9,1000010,
9,Truck0,
9,Truck1,
10,1000000,
10,1000001,
10,1000002,6.0
10,1000003,
10,1000004,3.0
10,1000005,
10,1000006,1.0
10,1000007,
10,1000008,9.0
10,1000009,
10,1000010,
10,Truck0,
10,Truck1,
11,1000000,
11,1000001,
11,1000002,6.0
11,1000003,
11,1000004,3.0
11,1000005,
11,1000006,1.0
11,1000007,
11,1000008,9.0
11,1000009,
11,1000010,
11,Truck0,
11,Truck1,
11,Truck2,
12,1000000,
12,1000001,
12,1000002,6.0
12,1000003,
12,1000004,3.0
12,1000005,
12,1000006,1.0
12,1000007,
12,1000008,9.0
12,1000009,
12,1000010,
12,Truck0,
12,Truck1,
12,Truck2,
13,1000000,
13,1000001,
13,1000002,6.0
13,1000003,
13,1000004,3.0
13,1000005,
13,1000006,1.0
13,1000007,
13,1000008,9.0
13,1000009,
13,1000010,
13,Truck0,
13,Truck1,
13,Truck2,
14,1000000,
14,1000001,
14,1000002,6.0
14,1000003,
14,1000004,3.0
14,1000005,
14,1000006,1.0
14,1000007,
14,1000008,9.0
14,1000009,
14,1000010,
14,Truck0,
14,Truck1,
14,Truck2,
15,1000000,
15,1000001,
15,1000002,6.0
15,1000003,
15,1000004,3.0
15,1000005,
15,1000006,1.0
15,1000007,
15,1000008,9.0
15,1000009,
15,1000010,
15,Truck0,
15,Truck1,
15,Truck2,
16,1000000,
16,1000001,
16,1000002,6.0
16,1000003,
16,1000004,3.0
16,1000005,
16,1000006,1.0
16,1000007,
16,1000008,9.0
16,1000009,
16,1000010,
16,Truck0,
16,Truck1,
16,Truck2,
16,Truck3,
17,1000000,
17,1000001,
17,1000002,6.0
17,1000003,
17,1000004,3.0
17,1000005,
17,1000006,1.0
17,1000007,
17,1000008,9.0
17,1000009,
17,1000010,
17,Truck0,
17,Truck1,
17,Truck2,
17,Truck3,
18,1000000,
18,1000001,
18,1000002,6.0
18,1000003,
18,1000004,3.0
18,1000005,
18,1000006,1.0
18,1000007,
18,1000008,9.0
18,1000009,
18,1000010,
18,Truck0,
18,Truck1,
18,Truck2,
18,Truck3,
19,1000000,
19,1000001,
19,1000002,6.0
19,1000003,
19,1000004,3.0
19,1000005,
19,1000006,1.0
19,1000007,
19,1000008,9.0
19,1000009,
19,1000010,
19,Truck0,
19,Truck1,
19,Truck2,
19,Truck3,
20,1000000,
20,1000001,
20,1000002,6.0
20,1000003,
20,1000004,3.0
20,1000005,
20,1000006,1.0
20,1000007,
20,1000008,9.0
20,1000009,
20,1000010,
20,Truck0,
20,Truck1,
20,Truck2,
20,Truck3,
21,1000000,
21,1000001,
21,1000002,6.0
21,1000003,
21,1000004,3.0
21,1000005,
21,1000006,1.0
21,1000007,
21,1000008,9.0
21,1000009,
21,1000010,
21,Truck0,
21,Truck1,
21,Truck2,
21,Truck3,
21,Truck4,
22,1000000,
22,1000001,
22,1000002,6.0
22,1000003,
22,1000004,3.0
22,1000005,
22,1000006,1.0
22,1000007,
22,1000008,9.0
22,1000009,
22,1000010,
22,Truck0,
22,Truck1,
22,Truck2,
22,Truck3,
22,Truck4,23,1000000,
23,1000001,
23,1000002,6.0
23,1000003,
23,1000004,3.0
23,1000005,
23,1000006,1.0
23,1000007,
23,1000008,9.0
23,1000009,
23,1000010,
23,Truck0,
23,Truck1,
23,Truck2,
23,Truck3,
23,Truck4,
24,1000000,
24,1000001,
24,1000002,6.0
24,1000003,
24,1000004,3.0
24,1000005,
24,1000006,1.0
24,1000007,
24,1000008,9.0
24,1000009,
24,1000010,
24,Truck0,
24,Truck1,
24,Truck2,
24,Truck3,
24,Truck4,
25,1000000,
25,1000001,
25,1000002,6.0
25,1000003,
25,1000004,3.0
25,1000005,
25,1000006,1.0
25,1000007,
25,1000008,9.0
25,1000009,
25,1000010,
25,Truck0,
25,Truck1,
25,Truck2,
25,Truck3,
25,Truck4,
26,1000000,
26,1000001,
26,1000002,6.0
26,1000003,
26,1000004,3.0
26,1000005,
26,1000006,1.0
26,1000007,
26,1000008,9.0
26,1000009,
26,1000010,
26,Truck0,
26,Truck1,
26,Truck2,
26,Truck3,
26,Truck4,
26,Truck5,
27,1000000,
27,1000001,
27,1000002,6.0
27,1000003,
27,1000004,3.0
27,1000005,
27,1000006,1.0
27,1000007,
27,1000008,9.0
27,1000009,
27,1000010,
27,Truck0,
27,Truck1,
27,Truck2,
27,Truck3,
27,Truck4,
27,Truck5,
28,1000000,
28,1000001,
28,1000002,6.0
28,1000003,
28,1000004,3.0
28,1000005,
28,1000006,1.0
28,1000007,
28,1000008,9.0
28,1000009,
28,1000010,
28,Truck0,
28,Truck1,
28,Truck2,
28,Truck3,
28,Truck4,
28,Truck5,
29,1000000,
29,1000001,
29,1000002,6.0
29,1000003,
29,1000004,3.0
29,1000005,
29,1000006,1.0
29,1000007,
29,1000008,9.0
29,1000009,
29,1000010,
29,Truck0,
29,Truck1,
29,Truck2,
29,Truck3,
29,Truck4,
29,Truck5,
30,1000000,
30,1000001,
30,1000002,6.0
30,1000003,
30,1000004,3.0
30,1000005,
30,1000006,1.0
30,1000007,
30,1000008,9.0
30,1000009,
30,1000010,
30,Truck0,
30,Truck1,
30,Truck2,
30,Truck3,
30,Truck4,
30,Truck5,
31,1000000,
31,1000001,
31,1000002,6.0
31,1000003,
31,1000004,3.0
31,1000005,
31,1000006,1.0
31,1000007,
31,1000008,9.0
31,1000009,
31,1000010,
31,Truck1,
31,Truck2,
31,Truck3,
31,Truck4,
31,Truck5,
31,Truck6,
32,1000000,
32,1000001,
32,1000002,6.0
32,1000003,
32,1000004,3.0
32,1000005,
32,1000006,1.0
32,1000007,
32,1000008,9.0
32,1000009,
32,1000010,
32,Truck1,
32,Truck2,
32,Truck3,
32,Truck4,
32,Truck5,
32,Truck6,
33,1000000,
33,1000001,
33,1000002,6.0
33,1000003,
33,1000004,3.0
33,1000005,
33,1000006,1.0
33,1000007,
33,1000008,9.0
33,1000009,
33,1000010,
33,Truck1,
33,Truck2,
33,Truck3,
33,Truck4,
33,Truck5,
33,Truck6,
34,1000000,
34,1000001,
34,1000002,6.0
34,1000003,
34,1000004,3.0
34,1000005,
34,1000006,1.0
34,1000007,
34,1000008,9.0
34,1000009,
34,1000010,
34,Truck1,
34,Truck2,
34,Truck3,
34,Truck4,
34,Truck5,
34,Truck6,
35,1000000,
35,1000001,
35,1000002,6.0
35,1000003,
35,1000004,3.0
35,1000005,
35,1000006,1.0
35,1000007,
35,1000008,9.0
35,1000009,
35,1000010,
35,Truck1,
35,Truck2,
35,Truck3,
35,Truck4,
35,Truck5,
35,Truck6,
36,1000000,
36,1000001,
36,1000002,6.0
36,1000003,
36,1000004,3.0
36,1000005,
36,1000006,1.0
36,1000007,
36,1000008,9.0
36,1000009,
36,1000010,
36,Truck2,
36,Truck3,
36,Truck4,
36,Truck5,
36,Truck6,
36,Truck7,
37,1000000,
37,1000001,
37,1000002,6.0
37,1000003,
37,1000004,3.0
37,1000005,
37,1000006,1.0
37,1000007,
37,1000008,9.0
37,1000009,
37,1000010,
37,Truck2,
37,Truck3,
37,Truck4,
37,Truck5,
37,Truck6,
37,Truck7,
38,1000000,
38,1000001,
38,1000002,6.0
38,1000003,
38,1000004,3.0
38,1000005,
38,1000006,1.0
38,1000007,
38,1000008,9.0
38,1000009,
38,1000010,
38,Truck2,
38,Truck3,
38,Truck4,
38,Truck5,
38,Truck6,
38,Truck7,
39,1000000,
39,1000001,
39,1000002,6.0
39,1000003,
39,1000004,3.0
39,1000005,
39,1000006,1.0
39,1000007,
39,1000008,9.0
39,1000009,
39,1000010,
39,Truck2,
39,Truck3,
39,Truck4,
39,Truck5,
39,Truck6,
39,Truck7,
40,1000000,
40,1000001,
40,1000002,6.0
40,1000003,
40,1000004,3.0
40,1000005,
40,1000006,1.0
40,1000007,
40,1000008,9.0
40,1000009,
40,1000010,
40,Truck2,
40,Truck3,
40,Truck4,
40,Truck5,
40,Truck6,
40,Truck7,
41,1000000,
41,1000001,
41,1000002,6.0
41,1000003,
41,1000004,3.0
41,1000005,
41,1000006,1.0
41,1000007,
41,1000008,9.0
41,1000009,
41,1000010,
41,Truck3,
41,Truck4,
41,Truck5,
41,Truck6,
41,Truck7,
41,Truck8,
42,1000000,
42,1000001,
42,1000002,6.0
42,1000003,
42,1000004,3.0
42,1000005,
42,1000006,1.0
42,1000007,
42,1000008,9.0
42,1000009,
42,1000010,
42,Truck3,
42,Truck4,
42,Truck5,
42,Truck6,
42,Truck7,
42,Truck8,
43,1000000,
43,1000001,
43,1000002,6.0
43,1000003,
43,1000004,3.0
43,1000005,
43,1000006,1.0
43,1000007,
43,1000008,9.0
43,1000009,
43,1000010,
43,Truck3,
43,Truck4,
43,Truck5,
43,Truck6,
43,Truck7,
43,Truck8,
44,1000000,
44,1000001,
44,1000002,6.0
44,1000003,
44,1000004,3.0
44,1000005,
44,1000006,1.0
44,1000007,
44,1000008,9.0
44,1000009,
44,1000010,
44,Truck3,
44,Truck4,
44,Truck5,
44,Truck6,
44,Truck7,
44,Truck8,
45,1000000,
45,1000001,
45,1000002,6.0
45,1000003,
45,1000004,3.0
45,1000005,
45,1000006,1.0
45,1000007,
45,1000008,9.0
45,1000009,
45,1000010,
45,Truck3,
45,Truck4,
45,Truck5,
45,Truck6,
45,Truck7,
45,Truck8,
46,1000000,
46,1000001,
46,1000002,6.0
46,1000003,
46,1000004,3.0
46,1000005,
46,1000006,1.0
46,1000007,
46,1000008,9.0
46,1000009,
46,1000010,
46,Truck4,
46,Truck5,
46,Truck6,
46,Truck7,
46,Truck8,
46,Truck9,
47,1000000,
47,1000001,
47,1000002,6.0
47,1000003,
47,1000004,3.0
47,1000005,
47,1000006,1.0
47,1000007,
47,1000008,9.0
47,1000009,
47,1000010,
47,Truck4,
47,Truck5,
47,Truck6,
47,Truck7,
47,Truck8,
47,Truck9,
48,1000000,
48,1000001,
48,1000002,6.0
48,1000003,
48,1000004,3.0
48,1000005,
48,1000006,1.0
48,1000007,
48,1000008,9.0
48,1000009,
48,1000010,
48,Truck4,
48,Truck5,
48,Truck6,
48,Truck7,
48,Truck8,
48,Truck9,
49,1000000,
49,1000001,
49,1000002,6.0
49,1000003,
49,1000004,3.0
49,1000005,
49,1000006,1.0
49,1000007,
49,1000008,9.0
49,1000009,
49,1000010,
49,Truck4,
49,Truck5,
49,Truck6,
49,Truck7,
49,Truck8,
49,Truck9,
50,1000000,
50,1000001,
50,1000002,6.0
50,1000003,
50,1000004,3.0
50,1000005,
50,1000006,1.0
50,1000007,
50,1000008,9.0
50,1000009,
50,1000010,
50,Truck4,
50,Truck5,
50,Truck6,
50,Truck7,
50,Truck8,
50,Truck9,
51,1000000,
51,1000001,
51,1000002,6.0
51,1000003,
51,1000004,3.0
51,1000005,
51,1000006,1.0
51,1000007,
51,1000008,9.0
51,1000009,
51,1000010,
51,Truck5,
51,Truck6,
51,Truck7,
51,Truck8,
51,Truck9,
51,Truck10,
52,1000000,
52,1000001,
52,1000002,6.0
52,1000003,
52,1000004,3.0
52,1000005,
52,1000006,1.0
52,1000007,
52,1000008,9.0
52,1000009,
52,1000010,
52,Truck5,
52,Truck6,
52,Truck7,
52,Truck8,
52,Truck9,
52,Truck10,
53,1000000,
53,1000001,
53,1000002,6.0
53,1000003,
53,1000004,3.0
53,1000005,
53,1000006,1.0
53,1000007,
53,1000008,9.0
53,1000009,
53,1000010,
53,Truck5,
53,Truck6,
53,Truck7,
53,Truck8,
53,Truck9,
53,Truck10,
54,1000000,
54,1000001,
54,1000002,6.0
54,1000003,
54,1000004,3.0
54,1000005,
54,1000006,1.0
54,1000007,
54,1000008,9.0
54,1000009,
54,1000010,
54,Truck5,
54,Truck6,
54,Truck7,
54,Truck8,
54,Truck9,
54,Truck10,
55,1000000,
55,1000001,
55,1000002,6.0
55,1000003,
55,1000004,3.0
55,1000005,
55,1000006,1.0
55,1000007,
55,1000008,9.0
55,1000009,
55,1000010,
55,Truck5,
55,Truck6,
55,Truck7,
55,Truck8,
55,Truck9,
55,Truck10,
56,1000000,
56,1000001,
56,1000002,6.0
56,1000003,
56,1000004,3.0
56,1000005,
56,1000006,1.0
56,1000007,
56,1000008,9.0
56,1000009,
56,1000010,
56,Truck6,
56,Truck7,
56,Truck8,
56,Truck9,
56,Truck10,
56,Truck11,
57,1000000,
57,1000001,
57,1000002,6.0
57,1000003,
57,1000004,3.0
57,1000005,
57,1000006,1.0
57,1000007,
57,1000008,9.0
57,1000009,
57,1000010,
57,Truck6,
57,Truck7,
57,Truck8,
57,Truck9,
57,Truck10,
57,Truck11,
58,1000000,
58,1000001,
58,1000002,6.0
58,1000003,
58,1000004,3.0
58,1000005,
58,1000006,1.0
58,1000007,
58,1000008,9.0
58,1000009,
58,1000010,
58,Truck6,
58,Truck7,
58,Truck8,
58,Truck9,
58,Truck10,
58,Truck11,
59,1000000,
59,1000001,
59,1000002,6.0
59,1000003,
59,1000004,3.0
59,1000005,
59,1000006,1.0
59,1000007,
59,1000008,9.0
59,1000009,
59,1000010,
59,Truck6,
59,Truck7,
59,Truck8,
59,Truck9,
59,Truck10,
59,Truck11,
60,1000000,
60,1000001,
60,1000002,6.0
60,1000003,
60,1000004,3.0
60,1000005,
60,1000006,1.0
60,1000007,
60,1000008,9.0
60,1000009,
60,1000010,
60,Truck6,
60,Truck7,
60,Truck8,
60,Truck9,
60,Truck10,
60,Truck11,
61,1000000,
61,1000001,
61,1000002,6.0
61,1000003,
61,1000004,3.0
61,1000005,
61,1000006,1.0
61,1000007,
61,1000008,9.0
61,1000009,
61,1000010,
61,Truck7,
61,Truck8,
61,Truck9,
61,Truck10,
61,Truck11,
61,Truck12,
62,1000000,
62,1000001,
62,1000002,6.0
62,1000003,
62,1000004,3.0
62,1000005,
62,1000006,1.0
62,1000007,
62,1000008,9.0
62,1000009,
62,1000010,
62,Truck7,
62,Truck8,
62,Truck9,
62,Truck10,
62,Truck11,
62,Truck12,
63,1000000,
63,1000001,
63,1000002,6.0
63,1000003,
63,1000004,3.0
63,1000005,
63,1000006,1.0
63,1000007,
63,1000008,9.0
63,1000009,
63,1000010,
63,Truck7,
63,Truck8,
63,Truck9,
63,Truck10,
63,Truck11,
63,Truck12,
64,1000000,
64,1000001,
64,1000002,6.0
64,1000003,
64,1000004,3.0
64,1000005,
64,1000006,1.0
64,1000007,
64,1000008,9.0
64,1000009,
64,1000010,
64,Truck7,
64,Truck8,
64,Truck9,
64,Truck10,
64,Truck11,
64,Truck12,
65,1000000,
65,1000001,
65,1000002,6.0
65,1000003,
65,1000004,3.0
65,1000005,
65,1000006,1.0
65,1000007,
65,1000008,9.0
65,1000009,
65,1000010,
65,Truck7,
65,Truck8,
65,Truck9,
65,Truck10,
65,Truck11,
65,Truck12,
66,1000000,
66,1000001,
66,1000002,6.0
66,1000003,
66,1000004,3.0
66,1000005,
66,1000006,1.0
66,1000007,
66,1000008,9.0
66,1000009,
66,1000010,
66,Truck8,
66,Truck9,
66,Truck10,
66,Truck11,
66,Truck12,
66,Truck13,
67,1000000,
67,1000001,
67,1000002,6.0
67,1000003,
67,1000004,3.0
67,1000005,
67,1000006,1.0
67,1000007,
67,1000008,9.0
67,1000009,
67,1000010,
67,Truck8,
67,Truck9,
67,Truck10,
67,Truck11,
67,Truck12,
67,Truck13,
68,1000000,
68,1000001,
68,1000002,6.0
68,1000003,
68,1000004,3.0
68,1000005,
68,1000006,1.0
68,1000007,
68,1000008,9.0
68,1000009,
68,1000010,
68,Truck8,
68,Truck9,
68,Truck10,
68,Truck11,
68,Truck12,
68,Truck13,
69,1000000,
69,1000001,
69,1000002,6.0
69,1000003,
69,1000004,3.0
69,1000005,
69,1000006,1.0
69,1000007,
69,1000008,9.0
69,1000009,
69,1000010,
69,Truck8,
69,Truck9,
69,Truck10,
69,Truck11,
69,Truck12,
69,Truck13,
70,1000000,
70,1000001,
70,1000002,6.0
70,1000003,
70,1000004,3.0
70,1000005,
70,1000006,1.0
70,1000007,
70,1000008,9.0
70,1000009,
70,1000010,
70,Truck8,
70,Truck9,
70,Truck10,
70,Truck11,
70,Truck12,
70,Truck13,
71,1000000,
71,1000001,
71,1000002,6.0
71,1000003,
71,1000004,3.0
71,1000005,
71,1000006,1.0
71,1000007,
71,1000008,9.0
71,1000009,
71,1000010,
71,Truck9,
71,Truck10,
71,Truck11,
71,Truck12,
71,Truck13,
71,Truck14,
72,1000000,
72,1000001,
72,1000002,6.0
72,1000003,
72,1000004,3.0
72,1000005,
72,1000006,1.0
72,1000007,
72,1000008,9.0
72,1000009,
72,1000010,
72,Truck9,
72,Truck10,
72,Truck11,
72,Truck12,
72,Truck13,
72,Truck14,
73,1000000,
73,1000001,
73,1000002,6.0
73,1000003,
73,1000004,3.0
73,1000005,
73,1000006,1.0
73,1000007,
73,1000008,9.0
73,1000009,
73,1000010,
73,Truck9,
73,Truck10,
73,Truck11,
73,Truck12,
73,Truck13,
73,Truck14,
74,1000000,
74,1000001,
74,1000002,6.0
74,1000003,
74,1000004,3.0
74,1000005,
74,1000006,1.0
74,1000007,
74,1000008,9.0
74,1000009,
74,1000010,
74,Truck9,
74,Truck10,
74,Truck11,
74,Truck12,
74,Truck13,
74,Truck14,
75,1000000,
75,1000001,
75,1000002,6.0
75,1000003,
75,1000004,3.0
75,1000005,
75,1000006,1.0
75,1000007,
75,1000008,9.0
75,1000009,
75,1000010,
75,Truck9,
75,Truck10,
75,Truck11,
75,Truck12,
75,Truck13,
75,Truck14,
76,1000000,
76,1000001,
76,1000002,6.0
76,1000003,
76,1000004,3.0
76,1000005,
76,1000006,1.0
76,1000007,
76,1000008,9.0
76,1000009,
76,1000010,
76,Truck10,
76,Truck11,
76,Truck12,
76,Truck13,
76,Truck14,
76,Truck15,
77,1000000,
77,1000001,
77,1000002,6.0
77,1000003,
77,1000004,3.0
77,1000005,
77,1000006,1.0
77,1000007,
77,1000008,9.0
77,1000009,
77,1000010,
77,Truck10,
77,Truck11,
77,Truck12,
77,Truck13,
77,Truck14,
77,Truck15,
78,1000000,
78,1000001,
78,1000002,6.0
78,1000003,
78,1000004,3.0
78,1000005,
78,1000006,1.0
78,1000007,
78,1000008,9.0
78,1000009,
78,1000010,
78,Truck10,
78,Truck11,
78,Truck12,
78,Truck13,
78,Truck14,
78,Truck15,
79,1000000,
79,1000001,
79,1000002,6.0
79,1000003,
79,1000004,3.0
79,1000005,
79,1000006,1.0
79,1000007,
79,1000008,9.0
79,1000009,
79,1000010,
79,Truck10,
79,Truck11,
79,Truck12,
79,Truck13,
79,Truck14,
79,Truck15,
80,1000000,
80,1000001,
80,1000002,6.0
80,1000003,
80,1000004,3.0
80,1000005,
80,1000006,1.0
80,1000007,
80,1000008,9.0
80,1000009,
80,1000010,
80,Truck10,
80,Truck11,
80,Truck12,
80,Truck13,
80,Truck14,
80,Truck15,
81,1000000,
81,1000001,
81,1000002,6.0
81,1000003,
81,1000004,3.0
81,1000005,
81,1000006,1.0
81,1000007,
81,1000008,9.0
81,1000009,
81,1000010,
81,Truck11,
81,Truck12,
81,Truck13,
81,Truck14,
81,Truck15,
81,Truck16,
82,1000000,
82,1000001,
82,1000002,6.0
82,1000003,
82,1000004,3.0
82,1000005,
82,1000006,1.0
82,1000007,
82,1000008,9.0
82,1000009,
82,1000010,
82,Truck11,
82,Truck12,
82,Truck13,
82,Truck14,
82,Truck15,
82,Truck16,
83,1000000,
83,1000001,
83,1000002,6.0
83,1000003,
83,1000004,3.0
83,1000005,
83,1000006,1.0
83,1000007,
83,1000008,9.0
83,1000009,
83,1000010,
83,Truck11,
83,Truck12,
83,Truck13,
83,Truck14,
83,Truck15,
83,Truck16,
84,1000000,
84,1000001,
84,1000002,6.0
84,1000003,
84,1000004,3.0
84,1000005,
84,1000006,1.0
84,1000007,
84,1000008,9.0
84,1000009,
84,1000010,
84,Truck11,
84,Truck12,
84,Truck13,
84,Truck14,
84,Truck15,
84,Truck16,
85,1000000,
85,1000001,
85,1000002,6.0
85,1000003,
85,1000004,3.0
85,1000005,
85,1000006,1.0
85,1000007,
85,1000008,9.0
85,1000009,
85,1000010,
85,Truck11,
85,Truck12,
85,Truck13,
85,Truck14,
85,Truck15,
85,Truck16,
86,1000000,
86,1000001,
86,1000002,6.0
86,1000003,
86,1000004,3.0
86,1000005,
86,1000006,1.0
86,1000007,
86,1000008,9.0
86,1000009,
86,1000010,
86,Truck12,
86,Truck13,
86,Truck14,
86,Truck15,
86,Truck16,
86,Truck17,
87,1000000,
87,1000001,
87,1000002,6.0
87,1000003,
87,1000004,3.0
87,1000005,
87,1000006,1.0
87,1000007,
87,1000008,9.0
87,1000009,
87,1000010,
87,Truck12,
87,Truck13,
87,Truck14,
87,Truck15,
87,Truck16,
87,Truck17,
88,1000000,
88,1000001,
88,1000002,6.0
88,1000003,
88,1000004,3.0
88,1000005,
88,1000006,1.0
88,1000007,
88,1000008,9.0
88,1000009,
88,1000010,
88,Truck12,
88,Truck13,
88,Truck14,
88,Truck15,
88,Truck16,
88,Truck17,
89,1000000,
89,1000001,
89,1000002,6.0
89,1000003,
89,1000004,3.0
89,1000005,
89,1000006,1.0
89,1000007,
89,1000008,9.0
89,1000009,
89,1000010,
89,Truck12,
89,Truck13,
89,Truck14,
89,Truck15,
89,Truck16,
89,Truck17,
90,1000000,
90,1000001,
90,1000002,6.0
90,1000003,
90,1000004,3.0
90,1000005,
90,1000006,1.0
90,1000007,
90,1000008,9.0
90,1000009,
90,1000010,
90,Truck12,
90,Truck13,
90,Truck14,
90,Truck15,
90,Truck16,
90,Truck17,
91,1000000,
91,1000001,
91,1000002,6.0
91,1000003,
91,1000004,3.0
91,1000005,
91,1000006,1.0
91,1000007,
91,1000008,9.0
91,1000009,
91,1000010,
91,Truck13,
91,Truck14,
91,Truck15,
91,Truck16,
91,Truck17,
91,Truck18,
92,1000000,
92,1000001,
92,1000002,6.0
92,1000003,
92,1000004,3.0
92,1000005,
92,1000006,1.0
92,1000007,
92,1000008,9.0
92,1000009,
92,1000010,
92,Truck13,
92,Truck14,
92,Truck15,
92,Truck16,
92,Truck17,
92,Truck18,
93,1000000,
93,1000001,
93,1000002,6.0
93,1000003,
93,1000004,3.0
93,1000005,
93,1000006,1.0
93,1000007,
93,1000008,9.0
93,1000009,
93,1000010,
93,Truck13,
93,Truck14,
93,Truck15,
93,Truck16,
93,Truck17,
93,Truck18,
94,1000000,
94,1000001,
94,1000002,6.0
94,1000003,
94,1000004,3.0
94,1000005,
94,1000006,1.0
94,1000007,
94,1000008,9.0
94,1000009,
94,1000010,
94,Truck13,
94,Truck14,
94,Truck15,
94,Truck16,
94,Truck17,
94,Truck18,
95,1000000,
95,1000001,
95,1000002,6.0
95,1000003,
95,1000004,3.0
95,1000005,
95,1000006,1.0
95,1000007,
95,1000008,9.0
95,1000009,
95,1000010,
95,Truck13,
95,Truck14,
95,Truck15,
95,Truck16,
95,Truck17,
95,Truck18,
96,1000000,
96,1000001,
96,1000002,6.0
96,1000003,
96,1000004,3.0
96,1000005,
96,1000006,1.0
96,1000007,
96,1000008,9.0
96,1000009,
96,1000010,
96,Truck14,
96,Truck15,
96,Truck16,
96,Truck17,
96,Truck18,
96,Truck19,
97,1000000,
97,1000001,
97,1000002,6.0
97,1000003,
97,1000004,3.0
97,1000005,
97,1000006,1.0
97,1000007,
97,1000008,9.0
97,1000009,
97,1000010,
97,Truck14,
97,Truck15,
97,Truck16,
97,Truck17,
97,Truck18,
97,Truck19,
98,1000000,
98,1000001,
98,1000002,6.0
98,1000003,
98,1000004,3.0
98,1000005,
98,1000006,1.0
98,1000007,
98,1000008,9.0
98,1000009,
98,1000010,
98,Truck14,
98,Truck15,
98,Truck16,
98,Truck17,
98,Truck18,
98,Truck19,
99,1000000,
99,1000001,
99,1000002,6.0
99,1000003,
99,1000004,3.0
99,1000005,
99,1000006,1.0
99,1000007,
99,1000008,9.0
99,1000009,
99,1000010,
99,Truck14,
99,Truck15,
99,Truck16,
99,Truck17,
99,Truck18,
99,Truck19,
100,1000000,
100,1000001,
100,1000002,6.0
100,1000003,
100,1000004,3.0
100,1000005,
100,1000006,1.0
100,1000007,
100,1000008,9.0
100,1000009,
100,1000010,
100,Truck14,
100,Truck15,
100,Truck16,
100,Truck17,
100,Truck18,
100,Truck19,
101,1000000,
101,1000001,
101,1000002,6.0
101,1000003,
101,1000004,3.0
101,1000005,
101,1000006,1.0
101,1000007,
101,1000008,9.0
101,1000009,
101,1000010,
101,Truck15,
101,Truck16,
101,Truck17,
101,Truck18,
101,Truck19,
101,Truck20,
102,1000000,
102,1000001,
102,1000002,6.0
102,1000003,
102,1000004,3.0
102,1000005,
102,1000006,1.0
102,1000007,
102,1000008,9.0
102,1000009,
102,1000010,
102,Truck15,
102,Truck16,
102,Truck17,
102,Truck18,
102,Truck19,
102,Truck20,
103,1000000,
103,1000001,
103,1000002,6.0
103,1000003,
103,1000004,3.0
103,1000005,
103,1000006,1.0
103,1000007,
103,1000008,9.0
103,1000009,
103,1000010,
103,Truck15,
103,Truck16,
103,Truck17,
103,Truck18,
103,Truck19,
103,Truck20,
104,1000000,
104,1000001,
104,1000002,6.0
104,1000003,
104,1000004,3.0
104,1000005,
104,1000006,1.0
104,1000007,
104,1000008,9.0
104,1000009,
104,1000010,
104,Truck15,
104,Truck16,
104,Truck17,
104,Truck18,
104,Truck19,
104,Truck20,
105,1000000,
105,1000001,
105,1000002,6.0
105,1000003,
105,1000004,3.0
105,1000005,
105,1000006,1.0
105,1000007,
105,1000008,9.0
105,1000009,
105,1000010,
105,Truck15,
105,Truck16,
105,Truck17,
105,Truck18,
105,Truck19,
105,Truck20,
106,1000000,
106,1000001,
106,1000002,6.0
106,1000003,
106,1000004,3.0
106,1000005,
106,1000006,1.0
106,1000007,
106,1000008,9.0
106,1000009,
106,1000010,
106,Truck16,
106,Truck17,
106,Truck18,
