Step,AgentID,Delay time
279,Truck54,
279,Truck55,
280,1000000,
280,1000001,
280,1000002,6.0
280,1000003,
280,1000004,3.0
280,1000005,
280,1000006,1.0
280,1000007,
280,1000008,9.0
280,1000009,
280,1000010,
280,Truck50,
280,Truck51,
280,Truck52,
280,Truck53,
280,Truck54,
280,Truck55,
281,1000000,
281,1000001,
281,1000002,6.0
281,1000003,
281,1000004,3.0
281,1000005,
281,1000006,1.0
281,1000007,
281,1000008,9.0
281,1000009,
281,1000010,
281,Truck51,
281,Truck52,
281,Truck53,
281,Truck54,
281,Truck55,
281,Truck56,
282,1000000,
282,1000001,
282,1000002,6.0
282,1000003,
282,1000004,3.0
282,1000005,
282,1000006,1.0
282,1000007,
282,1000008,9.0
282,1000009,
282,1000010,
282,Truck51,
282,Truck52,
282,Truck53,
282,Truck54,
282,Truck55,
282,Truck56,
283,1000000,
283,1000001,
283,1000002,6.0
283,1000003,
283,1000004,3.0
283,1000005,
283,1000006,1.0
283,1000007,
283,1000008,9.0
283,1000009,
283,1000010,
283,Truck51,
283,Truck52,
283,Truck53,
283,Truck54,
283,Truck55,
283,Truck56,
284,1000000,
284,1000001,
284,1000002,6.0
284,1000003,
284,1000004,3.0
284,1000005,
284,1000006,1.0
284,1000007,
284,1000008,9.0
284,1000009,
284,1000010,
284,Truck51,
284,Truck52,
284,Truck53,
284,Truck54,
284,Truck55,
284,Truck56,
285,1000000,
285,1000001,
285,1000002,6.0
285,1000003,
285,1000004,3.0
285,1000005,
285,1000006,1.0
285,1000007,
285,1000008,9.0
285,1000009,
285,1000010,
285,Truck51,
285,Truck52,
285,Truck53,
285,Truck54,
285,Truck55,
285,Truck56,
286,1000000,
286,1000001,
286,1000002,6.0
286,1000003,
286,1000004,3.0
286,1000005,
286,1000006,1.0
286,1000007,
286,1000008,9.0
286,1000009,
286,1000010,
286,Truck52,
286,Truck53,
286,Truck54,
286,Truck55,
286,Truck56,
286,Truck57,
287,1000000,
287,1000001,
287,1000002,6.0
287,1000003,
287,1000004,3.0
287,1000005,
287,1000006,1.0
287,1000007,
287,1000008,9.0
287,1000009,
287,1000010,
287,Truck52,
287,Truck53,
287,Truck54,
287,Truck55,
287,Truck56,
287,Truck57,
288,1000000,
288,1000001,
288,1000002,6.0
288,1000003,
288,1000004,3.0
288,1000005,
288,1000006,1.0
288,1000007,
288,1000008,9.0
288,1000009,
288,1000010,
288,Truck52,
288,Truck53,
288,Truck54,
288,Truck55,
288,Truck56,
288,Truck57,
289,1000000,
289,1000001,
289,1000002,6.0
289,1000003,
289,1000004,3.0
289,1000005,
289,1000006,1.0
289,1000007,
289,1000008,9.0
289,1000009,
289,1000010,
289,Truck52,
289,Truck53,
289,Truck54,
289,Truck55,
289,Truck56,
289,Truck57,
290,1000000,
290,1000001,
290,1000002,6.0
290,1000003,
290,1000004,3.0
290,1000005,
290,1000006,1.0
290,1000007,
290,1000008,9.0
290,1000009,
290,1000010,
290,Truck52,
290,Truck53,
290,Truck54,
290,Truck55,
290,Truck56,
290,Truck57,
291,1000000,
291,1000001,
291,1000002,6.0
291,1000003,
291,1000004,3.0
291,1000005,
291,1000006,1.0
291,1000007,
291,1000008,9.0
291,1000009,
291,1000010,
291,Truck53,
291,Truck54,
291,Truck55,
291,Truck56,
291,Truck57,
291,Truck58,
292,1000000,
292,1000001,
292,1000002,6.0
292,1000003,
292,1000004,3.0
292,1000005,
292,1000006,1.0
292,1000007,
292,1000008,9.0
292,1000009,
292,1000010,
292,Truck53,
292,Truck54,
292,Truck55,
292,Truck56,
292,Truck57,
292,Truck58,
293,1000000,
293,1000001,
293,1000002,6.0
293,1000003,
293,1000004,3.0
293,1000005,
293,1000006,1.0
293,1000007,
293,1000008,9.0
293,1000009,
293,1000010,
293,Truck53,
293,Truck54,
293,Truck55,
293,Truck56,
293,Truck57,
293,Truck58,
294,1000000,
294,1000001,
294,1000002,6.0
294,1000003,
294,1000004,3.0
294,1000005,
294,1000006,1.0
294,1000007,
294,1000008,9.0
294,1000009,
294,1000010,
294,Truck53,
294,Truck54,
294,Truck55,
294,Truck56,
294,Truck57,
294,Truck58,
295,1000000,
295,1000001,
295,1000002,6.0
295,1000003,
295,1000004,3.0
295,1000005,
295,1000006,1.0
295,1000007,
295,1000008,9.0
295,1000009,
295,1000010,
295,Truck53,
295,Truck54,
295,Truck55,
295,Truck56,
295,Truck57,
295,Truck58,
296,1000000,
296,1000001,
296,1000002,6.0
296,1000003,
296,1000004,3.0
296,1000005,
296,1000006,1.0
296,1000007,
296,1000008,9.0
296,1000009,
296,1000010,
296,Truck54,
296,Truck55,
296,Truck56,
296,Truck57,
296,Truck58,
296,Truck59,
297,1000000,
297,1000001,
297,1000002,6.0
297,1000003,
297,1000004,3.0
297,1000005,
297,1000006,1.0
297,1000007,
297,1000008,9.0
297,1000009,
297,1000010,
297,Truck54,
297,Truck55,
297,Truck56,
297,Truck57,
297,Truck58,
297,Truck59,
298,1000000,
298,1000001,
298,1000002,6.0
298,1000003,
298,1000004,3.0
298,1000005,
298,1000006,1.0
298,1000007,
298,1000008,9.0
298,1000009,
298,1000010,
298,Truck54,
298,Truck55,
298,Truck56,
298,Truck57,
298,Truck58,
298,Truck59,
299,1000000,
299,1000001,
299,1000002,6.0
299,1000003,
299,1000004,3.0
299,1000005,
299,1000006,1.0
299,1000007,
299,1000008,9.0
299,1000009,
299,1000010,
299,Truck54,
299,Truck55,
299,Truck56,
299,Truck57,
299,Truck58,
299,Truck59,
300,1000000,
300,1000001,
300,1000002,6.0
300,1000003,
300,1000004,3.0
300,1000005,
300,1000006,1.0
300,1000007,
300,1000008,9.0
300,1000009,
300,1000010,
300,Truck54,
300,Truck55,
300,Truck56,
300,Truck57,
300,Truck58,
300,Truck59,
301,1000000,
301,1000001,
301,1000002,6.0
301,1000003,
301,1000004,3.0
301,1000005,
301,1000006,1.0
301,1000007,
301,1000008,9.0
301,1000009,
301,1000010,
301,Truck55,
301,Truck56,
301,Truck57,
301,Truck58,
301,Truck59,
301,Truck60,
302,1000000,
302,1000001,
302,1000002,6.0
302,1000003,
302,1000004,3.0
302,1000005,
302,1000006,1.0
302,1000007,
302,1000008,9.0
302,1000009,
302,1000010,
302,Truck55,
302,Truck56,
302,Truck57,
302,Truck58,
302,Truck59,
302,Truck60,
303,1000000,
303,1000001,
303,1000002,6.0
303,1000003,
303,1000004,3.0
303,1000005,
303,1000006,1.0
303,1000007,
303,1000008,9.0
303,1000009,
303,1000010,
303,Truck55,
303,Truck56,
303,Truck57,
303,Truck58,
303,Truck59,
303,Truck60,
304,1000000,
304,1000001,
304,1000002,6.0
304,1000003,
304,1000004,3.0
304,1000005,
304,1000006,1.0
304,1000007,
304,1000008,9.0
304,1000009,
304,1000010,
304,Truck55,
304,Truck56,
304,Truck57,
304,Truck58,
304,Truck59,
304,Truck60,
305,1000000,
305,1000001,
305,1000002,6.0
305,1000003,
305,1000004,3.0
305,1000005,
305,1000006,1.0
305,1000007,
305,1000008,9.0
305,1000009,
305,1000010,
305,Truck55,
305,Truck56,
305,Truck57,
305,Truck58,
305,Truck59,
305,Truck60,
306,1000000,
306,1000001,
306,1000002,6.0
306,1000003,
306,1000004,3.0
306,1000005,
306,1000006,1.0
306,1000007,
306,1000008,9.0
306,1000009,
306,1000010,
306,Truck56,
306,Truck57,
306,Truck58,
306,Truck59,
306,Truck60,
306,Truck61,
307,1000000,
307,1000001,
307,1000002,6.0
307,1000003,
307,1000004,3.0
307,1000005,
307,1000006,1.0
307,1000007,
307,1000008,9.0
307,1000009,
307,1000010,
307,Truck56,
307,Truck57,
307,Truck58,
307,Truck59,
307,Truck60,
307,Truck61,
308,1000000,
308,1000001,
308,1000002,6.0
308,1000003,
308,1000004,3.0
308,1000005,
308,1000006,1.0
308,1000007,
308,1000008,9.0
308,1000009,
308,1000010,
308,Truck56,
308,Truck57,
308,Truck58,
308,Truck59,
308,Truck60,
308,Truck61,
309,1000000,
309,1000001,
309,1000002,6.0
309,1000003,
309,1000004,3.0
309,1000005,
309,1000006,1.0
309,1000007,
309,1000008,9.0
309,1000009,
309,1000010,
309,Truck56,
309,Truck57,
309,Truck58,
309,Truck59,
309,Truck60,
309,Truck61,
310,1000000,
310,1000001,
310,1000002,6.0
310,1000003,
310,1000004,3.0
310,1000005,
310,1000006,1.0
310,1000007,
310,1000008,9.0
310,1000009,
310,1000010,
310,Truck56,
310,Truck57,
310,Truck58,
310,Truck59,
310,Truck60,
310,Truck61,
311,1000000,
311,1000001,
311,1000002,6.0
311,1000003,
311,1000004,3.0
311,1000005,
311,1000006,1.0
311,1000007,
311,1000008,9.0
311,1000009,
311,1000010,
311,Truck57,
311,Truck58,
311,Truck59,
311,Truck60,
311,Truck61,
311,Truck62,
312,1000000,
312,1000001,
312,1000002,6.0
312,1000003,
312,1000004,3.0
312,1000005,
312,1000006,1.0
312,1000007,
312,1000008,9.0
312,1000009,
312,1000010,
312,Truck57,
312,Truck58,
312,Truck59,
312,Truck60,
312,Truck61,
312,Truck62,
313,1000000,
313,1000001,
313,1000002,6.0
313,1000003,
313,1000004,3.0
313,1000005,
313,1000006,1.0
313,1000007,
313,1000008,9.0
313,1000009,
313,1000010,
313,Truck57,
313,Truck58,
313,Truck59,
313,Truck60,
313,Truck61,
313,Truck62,
314,1000000,
314,1000001,
314,1000002,6.0
314,1000003,
314,1000004,3.0
314,1000005,
314,1000006,1.0
314,1000007,
314,1000008,9.0
314,1000009,
314,1000010,
314,Truck57,
314,Truck58,
314,Truck59,
314,Truck60,
314,Truck61,
314,Truck62,
315,1000000,
315,1000001,
315,1000002,6.0
315,1000003,
315,1000004,3.0
315,1000005,
315,1000006,1.0
315,1000007,
315,1000008,9.0
315,1000009,
315,1000010,
315,Truck57,
315,Truck58,
315,Truck59,
315,Truck60,
315,Truck61,
315,Truck62,
316,1000000,
316,1000001,
316,1000002,6.0
316,1000003,
316,1000004,3.0
316,1000005,
316,1000006,1.0
316,1000007,
316,1000008,9.0
316,1000009,
316,1000010,
316,Truck58,
316,Truck59,
316,Truck60,
316,Truck61,
316,Truck62,
316,Truck63,
317,1000000,
317,1000001,
317,1000002,6.0
317,1000003,
317,1000004,3.0
317,1000005,
317,1000006,1.0
317,1000007,
317,1000008,9.0
317,1000009,
317,1000010,
317,Truck58,
317,Truck59,
317,Truck60,
317,Truck61,
317,Truck62,
317,Truck63,
318,1000000,
318,1000001,
318,1000002,6.0
318,1000003,
318,1000004,3.0
318,1000005,
318,1000006,1.0
318,1000007,
318,1000008,9.0
318,1000009,
318,1000010,
318,Truck58,
318,Truck59,
318,Truck60,
318,Truck61,
318,Truck62,
318,Truck63,
319,1000000,
319,1000001,
319,1000002,6.0
319,1000003,
319,1000004,3.0
319,1000005,
319,1000006,1.0
319,1000007,
319,1000008,9.0
319,1000009,
319,1000010,
319,Truck58,
319,Truck59,
319,Truck60,
319,Truck61,
319,Truck62,
319,Truck63,
320,1000000,
320,1000001,
320,1000002,6.0
320,1000003,
320,1000004,3.0
320,1000005,
320,1000006,1.0
320,1000007,
320,1000008,9.0
320,1000009,
320,1000010,
320,Truck58,
320,Truck59,
320,Truck60,
320,Truck61,
320,Truck62,
320,Truck63,
321,1000000,
321,1000001,
321,1000002,6.0
321,1000003,
321,1000004,3.0
321,1000005,
321,1000006,1.0
321,1000007,
321,1000008,9.0
321,1000009,
321,1000010,
321,Truck59,
321,Truck60,
321,Truck61,
321,Truck62,
321,Truck63,
321,Truck64,
322,1000000,
322,1000001,
322,1000002,6.0
322,1000003,
322,1000004,3.0
322,1000005,
322,1000006,1.0
322,1000007,
322,1000008,9.0
322,1000009,
322,1000010,
322,Truck59,
322,Truck60,
322,Truck61,
322,Truck62,
322,Truck63,
322,Truck64,
323,1000000,
323,1000001,
323,1000002,6.0
323,1000003,
323,1000004,3.0
323,1000005,
323,1000006,1.0
323,1000007,
323,1000008,9.0
323,1000009,
323,1000010,
323,Truck59,
323,Truck60,
323,Truck61,
323,Truck62,
323,Truck63,
323,Truck64,
324,1000000,
324,1000001,
324,1000002,6.0
324,1000003,
324,1000004,3.0
324,1000005,
324,1000006,1.0
324,1000007,
324,1000008,9.0
324,1000009,
324,1000010,
324,Truck59,
324,Truck60,
324,Truck61,
324,Truck62,
324,Truck63,
324,Truck64,
325,1000000,
325,1000001,
325,1000002,6.0
325,1000003,
325,1000004,3.0
325,1000005,
325,1000006,1.0
325,1000007,
325,1000008,9.0
325,1000009,
325,1000010,
325,Truck59,
325,Truck60,
325,Truck61,
325,Truck62,
325,Truck63,
325,Truck64,
326,1000000,
326,1000001,
326,1000002,6.0
326,1000003,
326,1000004,3.0
326,1000005,
326,1000006,1.0
326,1000007,
326,1000008,9.0
326,1000009,
326,1000010,
326,Truck60,
326,Truck61,
326,Truck62,
326,Truck63,
326,Truck64,
326,Truck65,
327,1000000,
327,1000001,
327,1000002,6.0
327,1000003,
327,1000004,3.0
327,1000005,
327,1000006,1.0
327,1000007,
327,1000008,9.0
327,1000009,
327,1000010,
327,Truck60,
327,Truck61,
327,Truck62,
327,Truck63,
327,Truck64,
327,Truck65,
328,1000000,
328,1000001,
328,1000002,6.0
328,1000003,
328,1000004,3.0
328,1000005,
328,1000006,1.0
328,1000007,
328,1000008,9.0
328,1000009,
328,1000010,
328,Truck60,
328,Truck61,
328,Truck62,
328,Truck63,
328,Truck64,
328,Truck65,
329,1000000,
329,1000001,
329,1000002,6.0
329,1000003,
329,1000004,3.0
329,1000005,
329,1000006,1.0
329,1000007,
329,1000008,9.0
329,1000009,
329,1000010,
329,Truck60,
329,Truck61,
329,Truck62,
329,Truck63,
329,Truck64,
329,Truck65,
330,1000000,
330,1000001,
330,1000002,6.0
330,1000003,
330,1000004,3.0
330,1000005,
330,1000006,1.0
330,1000007,
330,1000008,9.0
330,1000009,
330,1000010,
330,Truck60,
330,Truck61,
330,Truck62,
330,Truck63,
330,Truck64,
330,Truck65,
331,1000000,
331,1000001,
331,1000002,6.0
331,1000003,
331,1000004,3.0
331,1000005,
331,1000006,1.0
331,1000007,
331,1000008,9.0
331,1000009,
331,1000010,
331,Truck61,
331,Truck62,
331,Truck63,
331,Truck64,
331,Truck65,
331,Truck66,
332,1000000,
332,1000001,
332,1000002,6.0
332,1000003,
332,1000004,3.0
332,1000005,
332,1000006,1.0
332,1000007,
332,1000008,9.0
332,1000009,
332,1000010,
332,Truck61,
332,Truck62,
332,Truck63,
332,Truck64,
332,Truck65,
332,Truck66,
333,1000000,
333,1000001,
333,1000002,6.0
333,1000003,
333,1000004,3.0
333,1000005,
333,1000006,1.0
333,1000007,
333,1000008,9.0
333,1000009,
333,1000010,
333,Truck61,
333,Truck62,
333,Truck63,
333,Truck64,
333,Truck65,
333,Truck66,
334,1000000,
334,1000001,
334,1000002,6.0
334,1000003,
334,1000004,3.0
334,1000005,
334,1000006,1.0
334,1000007,
334,1000008,9.0
334,1000009,
334,1000010,
334,Truck61,
334,Truck62,
334,Truck63,
334,Truck64,
334,Truck65,
334,Truck66,
335,1000000,
335,1000001,
335,1000002,6.0
335,1000003,
335,1000004,3.0
335,1000005,
335,1000006,1.0
335,1000007,
335,1000008,9.0
335,1000009,
335,1000010,
335,Truck61,
335,Truck62,
335,Truck63,
335,Truck64,
335,Truck65,
335,Truck66,
336,1000000,
336,1000001,
336,1000002,6.0
336,1000003,
336,1000004,3.0
336,1000005,
336,1000006,1.0
336,1000007,
336,1000008,9.0
336,1000009,
336,1000010,
336,Truck62,
336,Truck63,
336,Truck64,
336,Truck65,
336,Truck66,
336,Truck67,
337,1000000,
337,1000001,
337,1000002,6.0
337,1000003,
337,1000004,3.0
337,1000005,
337,1000006,1.0
337,1000007,
337,1000008,9.0
337,1000009,
337,1000010,
337,Truck62,
337,Truck63,
337,Truck64,
337,Truck65,
337,Truck66,
337,Truck67,
338,1000000,
338,1000001,
338,1000002,6.0
338,1000003,
338,1000004,3.0
338,1000005,
338,1000006,1.0
338,1000007,
338,1000008,9.0
338,1000009,
338,1000010,
338,Truck62,
338,Truck63,
338,Truck64,
338,Truck65,
338,Truck66,
338,Truck67,
339,1000000,
339,1000001,
339,1000002,6.0
339,1000003,
339,1000004,3.0
339,1000005,
339,1000006,1.0
339,1000007,
339,1000008,9.0
339,1000009,
339,1000010,
339,Truck62,
339,Truck63,
339,Truck64,
339,Truck65,
339,Truck66,
339,Truck67,
340,1000000,
340,1000001,
340,1000002,6.0
340,1000003,
340,1000004,3.0
340,1000005,
340,1000006,1.0
340,1000007,
340,1000008,9.0
340,1000009,
340,1000010,
340,Truck62,
340,Truck63,
340,Truck64,
340,Truck65,
340,Truck66,
340,Truck67,
341,1000000,
341,1000001,
341,1000002,6.0
341,1000003,
341,1000004,3.0
341,1000005,
341,1000006,1.0
341,1000007,
341,1000008,9.0
341,1000009,
341,1000010,
341,Truck63,
341,Truck64,
341,Truck65,
341,Truck66,
341,Truck67,
341,Truck68,
342,1000000,
342,1000001,
342,1000002,6.0
342,1000003,
342,1000004,3.0
342,1000005,
342,1000006,1.0
342,1000007,
342,1000008,9.0
342,1000009,
342,1000010,
342,Truck63,
342,Truck64,
342,Truck65,
342,Truck66,
342,Truck67,
342,Truck68,
343,1000000,
343,1000001,
343,1000002,6.0
343,1000003,
343,1000004,3.0
343,1000005,
343,1000006,1.0
343,1000007,
343,1000008,9.0
343,1000009,
343,1000010,
343,Truck63,
343,Truck64,
343,Truck65,
343,Truck66,
343,Truck67,
343,Truck68,
344,1000000,
344,1000001,
344,1000002,6.0
344,1000003,
344,1000004,3.0
344,1000005,
344,1000006,1.0
344,1000007,
344,1000008,9.0
344,1000009,
344,1000010,
344,Truck63,
344,Truck64,
344,Truck65,
344,Truck66,
344,Truck67,
344,Truck68,
345,1000000,
345,1000001,
345,1000002,6.0
345,1000003,
345,1000004,3.0
345,1000005,
345,1000006,1.0
345,1000007,
345,1000008,9.0
345,1000009,
345,1000010,
345,Truck63,
345,Truck64,
345,Truck65,
345,Truck66,
345,Truck67,
345,Truck68,
346,1000000,
346,1000001,
346,1000002,6.0
346,1000003,
346,1000004,3.0
346,1000005,
346,1000006,1.0
346,1000007,
346,1000008,9.0
346,1000009,
346,1000010,
346,Truck64,
346,Truck65,
346,Truck66,
346,Truck67,
346,Truck68,
346,Truck69,
347,1000000,
347,1000001,
347,1000002,6.0
347,1000003,
347,1000004,3.0
347,1000005,
347,1000006,1.0
347,1000007,
347,1000008,9.0
347,1000009,
347,1000010,
347,Truck64,
347,Truck65,
347,Truck66,
347,Truck67,
347,Truck68,
347,Truck69,
348,1000000,
348,1000001,
348,1000002,6.0
348,1000003,
348,1000004,3.0
348,1000005,
348,1000006,1.0
348,1000007,
348,1000008,9.0
348,1000009,
348,1000010,
348,Truck64,
348,Truck65,
348,Truck66,
348,Truck67,
348,Truck68,
348,Truck69,
349,1000000,
349,1000001,
349,1000002,6.0
349,1000003,
349,1000004,3.0
349,1000005,
349,1000006,1.0
349,1000007,
349,1000008,9.0
349,1000009,
349,1000010,
349,Truck64,
349,Truck65,
349,Truck66,
349,Truck67,
349,Truck68,
349,Truck69,
350,1000000,
350,1000001,
350,1000002,6.0
350,1000003,
350,1000004,3.0
350,1000005,
350,1000006,1.0
350,1000007,
350,1000008,9.0
350,1000009,
350,1000010,
350,Truck64,
350,Truck65,
350,Truck66,
350,Truck67,
350,Truck68,
350,Truck69,
351,1000000,
351,1000001,
351,1000002,6.0
351,1000003,
351,1000004,3.0
351,1000005,
351,1000006,1.0
351,1000007,
351,1000008,9.0
351,1000009,
351,1000010,
351,Truck65,
351,Truck66,
351,Truck67,
351,Truck68,
351,Truck69,
351,Truck70,
352,1000000,
352,1000001,
352,1000002,6.0
352,1000003,
352,1000004,3.0
352,1000005,
352,1000006,1.0
352,1000007,
352,1000008,9.0
352,1000009,
352,1000010,
352,Truck65,
352,Truck66,
352,Truck67,
352,Truck68,
352,Truck69,
352,Truck70,
353,1000000,
353,1000001,
353,1000002,6.0
353,1000003,
353,1000004,3.0
353,1000005,
353,1000006,1.0
353,1000007,
353,1000008,9.0
353,1000009,
353,1000010,
353,Truck65,
353,Truck66,
353,Truck67,
353,Truck68,
353,Truck69,
353,Truck70,
354,1000000,
354,1000001,
354,1000002,6.0
354,1000003,
354,1000004,3.0
354,1000005,
354,1000006,1.0
354,1000007,
354,1000008,9.0
354,1000009,
354,1000010,
354,Truck65,
354,Truck66,
354,Truck67,
354,Truck68,
354,Truck69,
354,Truck70,
355,1000000,
355,1000001,
355,1000002,6.0
355,1000003,
355,1000004,3.0
355,1000005,
355,1000006,1.0
355,1000007,
355,1000008,9.0
355,1000009,
355,1000010,
355,Truck65,
355,Truck66,
355,Truck67,
355,Truck68,
355,Truck69,
355,Truck70,
356,1000000,
356,1000001,
356,1000002,6.0
356,1000003,
356,1000004,3.0
356,1000005,
356,1000006,1.0
356,1000007,
356,1000008,9.0
356,1000009,
356,1000010,
356,Truck66,
356,Truck67,
356,Truck68,
356,Truck69,
356,Truck70,
356,Truck71,
357,1000000,
357,1000001,
357,1000002,6.0
357,1000003,
357,1000004,3.0
357,1000005,
357,1000006,1.0
357,1000007,
357,1000008,9.0
357,1000009,
357,1000010,
357,Truck66,
357,Truck67,
357,Truck68,
357,Truck69,
357,Truck70,
357,Truck71,
358,1000000,
358,1000001,
358,1000002,6.0
358,1000003,
358,1000004,3.0
358,1000005,
358,1000006,1.0
358,1000007,
358,1000008,9.0
358,1000009,
358,1000010,
358,Truck66,
358,Truck67,
358,Truck68,
358,Truck69,
358,Truck70,
358,Truck71,
359,1000000,
359,1000001,
359,1000002,6.0
359,1000003,
359,1000004,3.0
359,1000005,
359,1000006,1.0
359,1000007,
359,1000008,9.0
359,1000009,
359,1000010,
359,Truck66,
359,Truck67,
359,Truck68,
359,Truck69,
359,Truck70,
359,Truck71,
360,1000000,
360,1000001,
360,1000002,6.0
360,1000003,
360,1000004,3.0
360,1000005,
360,1000006,1.0
360,1000007,
360,1000008,9.0
360,1000009,
360,1000010,
360,Truck66,
360,Truck67,
360,Truck68,
360,Truck69,
360,Truck70,
360,Truck71,
361,1000000,
361,1000001,
361,1000002,6.0
361,1000003,
361,1000004,3.0
361,1000005,
361,1000006,1.0
361,1000007,
361,1000008,9.0
361,1000009,
361,1000010,
361,Truck67,
361,Truck68,
361,Truck69,
361,Truck70,
361,Truck71,
361,Truck72,
362,1000000,
362,1000001,
362,1000002,6.0
362,1000003,
362,1000004,3.0
362,1000005,
362,1000006,1.0
362,1000007,
362,1000008,9.0
362,1000009,
362,1000010,
362,Truck67,
362,Truck68,
362,Truck69,
362,Truck70,
362,Truck71,
362,Truck72,
363,1000000,
363,1000001,
363,1000002,6.0
363,1000003,
363,1000004,3.0
363,1000005,
363,1000006,1.0
363,1000007,
363,1000008,9.0
363,1000009,
363,1000010,
363,Truck67,
363,Truck68,
363,Truck69,
363,Truck70,
363,Truck71,
363,Truck72,
364,1000000,
364,1000001,
364,1000002,6.0
364,1000003,
364,1000004,3.0
364,1000005,
364,1000006,1.0
364,1000007,
364,1000008,9.0
364,1000009,
364,1000010,
364,Truck67,
364,Truck68,
364,Truck69,
364,Truck70,
364,Truck71,
364,Truck72,
365,1000000,
365,1000001,
365,1000002,6.0
365,1000003,
365,1000004,3.0
365,1000005,
365,1000006,1.0
365,1000007,
365,1000008,9.0
365,1000009,
365,1000010,
365,Truck67,
365,Truck68,
365,Truck69,
365,Truck70,
365,Truck71,
365,Truck72,
366,1000000,
366,1000001,
366,1000002,6.0
366,1000003,
366,1000004,3.0
366,1000005,
366,1000006,1.0
366,1000007,
366,1000008,9.0
366,1000009,
366,1000010,
366,Truck68,
366,Truck69,
366,Truck70,
366,Truck71,
366,Truck72,
366,Truck73,
367,1000000,
367,1000001,
367,1000002,6.0
367,1000003,
367,1000004,3.0
367,1000005,
367,1000006,1.0
367,1000007,
367,1000008,9.0
367,1000009,
367,1000010,
367,Truck68,
367,Truck69,
367,Truck70,
367,Truck71,
367,Truck72,
367,Truck73,
368,1000000,
368,1000001,
368,1000002,6.0
368,1000003,
368,1000004,3.0
368,1000005,
368,1000006,1.0
368,1000007,
368,1000008,9.0
368,1000009,
368,1000010,
368,Truck68,
368,Truck69,
368,Truck70,
368,Truck71,
368,Truck72,
368,Truck73,
369,1000000,
369,1000001,
369,1000002,6.0
369,1000003,
369,1000004,3.0
369,1000005,
369,1000006,1.0
369,1000007,
369,1000008,9.0
369,1000009,
369,1000010,
369,Truck68,
369,Truck69,
369,Truck70,
369,Truck71,
369,Truck72,
369,Truck73,
370,1000000,
370,1000001,
370,1000002,6.0
370,1000003,
370,1000004,3.0
370,1000005,
370,1000006,1.0
370,1000007,
370,1000008,9.0
370,1000009,
370,1000010,
370,Truck68,
370,Truck69,
370,Truck70,
370,Truck71,
370,Truck72,
370,Truck73,
371,1000000,
371,1000001,
371,1000002,6.0
371,1000003,
371,1000004,3.0
371,1000005,
371,1000006,1.0
371,1000007,
371,1000008,9.0
371,1000009,
371,1000010,
371,Truck69,
371,Truck70,
371,Truck71,
371,Truck72,
371,Truck73,
371,Truck74,
372,1000000,
372,1000001,
372,1000002,6.0
372,1000003,
372,1000004,3.0
372,1000005,
372,1000006,1.0
372,1000007,
372,1000008,9.0
372,1000009,
372,1000010,
372,Truck69,
372,Truck70,
372,Truck71,
372,Truck72,
372,Truck73,
372,Truck74,
373,1000000,
373,1000001,
373,1000002,6.0
373,1000003,
373,1000004,3.0
373,1000005,
373,1000006,1.0
373,1000007,
373,1000008,9.0
373,1000009,
373,1000010,
373,Truck69,
373,Truck70,
373,Truck71,
373,Truck72,
373,Truck73,
373,Truck74,
374,1000000,
374,1000001,
374,1000002,6.0
374,1000003,
374,1000004,3.0
374,1000005,
374,1000006,1.0
374,1000007,
374,1000008,9.0
374,1000009,
374,1000010,
374,Truck69,
374,Truck70,
374,Truck71,
374,Truck72,
374,Truck73,
374,Truck74,
375,1000000,
375,1000001,
375,1000002,6.0
375,1000003,
375,1000004,3.0
375,1000005,
375,1000006,1.0
375,1000007,
375,1000008,9.0
375,1000009,
375,1000010,
375,Truck69,
375,Truck70,
375,Truck71,
375,Truck72,
375,Truck73,
375,Truck74,
376,1000000,
376,1000001,
376,1000002,6.0
376,1000003,
376,1000004,3.0
376,1000005,
376,1000006,1.0
376,1000007,
376,1000008,9.0
376,1000009,
376,1000010,
376,Truck70,
376,Truck71,
376,Truck72,
376,Truck73,
376,Truck74,
376,Truck75,
377,1000000,
377,1000001,
377,1000002,6.0
377,1000003,
377,1000004,3.0
377,1000005,
377,1000006,1.0
377,1000007,
377,1000008,9.0
377,1000009,
377,1000010,
377,Truck70,
377,Truck71,
377,Truck72,
377,Truck73,
377,Truck74,
377,Truck75,
378,1000000,
378,1000001,
378,1000002,6.0
378,1000003,
378,1000004,3.0
378,1000005,
378,1000006,1.0
378,1000007,
378,1000008,9.0
378,1000009,
378,1000010,
378,Truck70,
378,Truck71,
378,Truck72,
378,Truck73,
378,Truck74,
378,Truck75,
379,1000000,
379,1000001,
379,1000002,6.0
379,1000003,
379,1000004,3.0
379,1000005,
379,1000006,1.0
379,1000007,
379,1000008,9.0
379,1000009,
379,1000010,
379,Truck70,
379,Truck71,
379,Truck72,
379,Truck73,
379,Truck74,
379,Truck75,
380,1000000,
380,1000001,
380,1000002,6.0
380,1000003,
380,1000004,3.0
380,1000005,
380,1000006,1.0
380,1000007,
380,1000008,9.0
380,1000009,
380,1000010,
380,Truck70,
380,Truck71,
380,Truck72,
380,Truck73,
380,Truck74,
380,Truck75,
381,1000000,
381,1000001,
381,1000002,6.0
381,1000003,
381,1000004,3.0
381,1000005,
381,1000006,1.0
381,1000007,
381,1000008,9.0
381,1000009,
381,1000010,
381,Truck71,
381,Truck72,
381,Truck73,
381,Truck74,
381,Truck75,
